gender,  age, family,  income,  marital, education, period, mailing, recent, total
0, 45, 1, 33, 0, 1, 26, 0, 9.6, 285.35
1, 37, 4, 46, 0, 3, 20, 1, 4.9, 91.55
0, 60, 4, 93, 1, 1, 67, 1, 18.85, 1200.7
0, 55, 1, 48, 0, 2, 34, 0, 4.25, 143.35
0, 54, 3, 183, 1, 2, 37, 0, 7.3, 257.6
0, 23, 4, 16, 1, 1, 22, 0, 5.4, 120.4
0, 69, 1, 11, 0, 2, 5, 0, 6.65, 35.2
1, 31, 3, 42, 1, 4, 28, 0, 12.25, 373.8
1, 41, 4, 67, 1, 4, 20, 0, 7.25, 149.1
0, 41, 1, 181, 0, 4, 72, 1, 27.3, 1963.95
0, 43, 1, 53, 0, 4, 30, 1, 7, 232.9
0, 52, 1, 172, 0, 2, 71, 0, 49.25, 3599.3
0, 44, 1, 87, 0, 2, 56, 0, 14.75, 822.25
0, 29, 2, 21, 1, 5, 8, 0, 4.15, 39.7
1, 65, 1, 9, 0, 2, 32, 1, 6.25, 201.35
1, 47, 2, 144, 0, 3, 46, 0, 3.5, 179.95
0, 45, 3, 117, 1, 4, 60, 1, 12.4, 755.7
1, 32, 6, 59, 1, 4, 42, 0, 16.7, 681.5
0, 60, 4, 508, 1, 4, 71, 0, 23.55, 1665.6
1, 63, 2, 222, 1, 2, 72, 0, 81.55, 5988.5
1, 66, 1, 87, 0, 3, 45, 0, 6.05, 306.9
0, 31, 1, 34, 0, 1, 5, 0, 1.6, 6.15
1, 38, 4, 18, 1, 4, 17, 0, 8.55, 162.25
0, 55, 1, 65, 0, 3, 70, 0, 26.7, 1874.25
1, 57, 2, 130, 1, 3, 57, 1, 13.55, 849
1, 33, 1, 44, 0, 3, 20, 1, 6.4, 124.45
0, 52, 3, 63, 1, 1, 72, 0, 41.95, 3114.75
0, 50, 1, 57, 0, 4, 32, 0, 4.6, 123
1, 57, 2, 264, 1, 1, 22, 0, 3, 68.35
0, 24, 2, 28, 0, 1, 6, 0, 4.4, 35.1
1, 23, 6, 26, 1, 3, 32, 0, 11, 325
0, 33, 1, 38, 0, 4, 38, 1, 10.95, 412.8
1, 35, 1, 59, 0, 3, 53, 0, 16.85, 888.45
1, 76, 1, 117, 0, 4, 37, 0, 7.5, 273.7
1, 35, 2, 70, 1, 4, 47, 1, 10.75, 551
0, 59, 1, 104, 0, 2, 69, 0, 16, 1120.75
1, 56, 1, 71, 0, 3, 63, 0, 18.4, 1162.9
1, 34, 3, 70, 1, 3, 61, 1, 18.85, 1230.7
0, 38, 2, 56, 1, 4, 56, 1, 25.1, 1418.35
0, 57, 2, 68, 1, 1, 40, 0, 13.35, 572.4
1, 45, 1, 80, 0, 2, 61, 0, 18.1, 1114.75
0, 26, 6, 21, 0, 4, 16, 1, 3.55, 56.85
1, 43, 1, 69, 0, 3, 7, 0, 4.45, 36.85
1, 31, 2, 39, 1, 2, 20, 0, 7.75, 148.75
0, 38, 4, 90, 0, 2, 35, 1, 6.8, 245.95
1, 37, 2, 64, 1, 5, 60, 0, 14.85, 978.35
0, 25, 1, 28, 0, 2, 47, 1, 7.75, 315.9
1, 28, 6, 24, 1, 2, 33, 1, 7.5, 224.25
0, 34, 1, 44, 0, 2, 12, 0, 4.05, 48.85
1, 31, 2, 32, 0, 4, 10, 1, 5.4, 60.15
1, 33, 3, 52, 1, 4, 69, 0, 29.95, 2142.8
1, 20, 1, 15, 0, 3, 23, 0, 7.5, 199.65
0, 31, 2, 46, 0, 3, 53, 0, 27.1, 1408.35
1, 57, 2, 107, 1, 2, 60, 0, 17.55, 1035.2
0, 33, 1, 56, 0, 2, 33, 0, 13.45, 470.9
1, 40, 4, 40, 1, 4, 67, 1, 24.35, 1585.85
0, 38, 3, 56, 1, 3, 15, 0, 5.4, 76.75
1, 31, 4, 46, 1, 2, 64, 1, 24.15, 1546.55
0, 49, 2, 51, 1, 2, 46, 0, 7.25, 329.95
0, 60, 3, 12, 1, 1, 72, 0, 53.75, 3776.1
0, 43, 3, 34, 1, 5, 61, 1, 25.05, 1541.9
1, 27, 5, 27, 0, 2, 54, 1, 12.4, 660.85
1, 36, 1, 42, 0, 3, 28, 0, 12.9, 363.65
0, 38, 3, 119, 0, 5, 28, 1, 5.05, 141.95
1, 43, 1, 146, 0, 1, 32, 0, 18.3, 546.35
1, 46, 3, 51, 0, 2, 52, 0, 12.5, 638.7
1, 62, 1, 86, 0, 1, 48, 1, 16.35, 729.3
1, 42, 2, 27, 1, 3, 52, 0, 19.65, 1008.8
0, 43, 1, 38, 0, 3, 37, 0, 8.1, 289.75
0, 52, 3, 928, 0, 3, 41, 0, 7.65, 344
1, 27, 3, 21, 1, 2, 43, 0, 12.65, 558.85
1, 60, 1, 24, 0, 1, 67, 0, 25.1, 1659.1
1, 52, 2, 91, 1, 1, 61, 0, 13.8, 840.15
1, 39, 4, 38, 1, 2, 70, 0, 30.3, 2201
1, 32, 4, 96, 1, 4, 44, 1, 5.25, 213.45
0, 45, 1, 96, 0, 3, 46, 1, 10.95, 504.3
0, 34, 1, 54, 0, 3, 39, 0, 6.5, 265.45
1, 59, 1, 1668, 0, 4, 39, 0, 8.2, 303.95
1, 29, 4, 53, 1, 4, 50, 0, 13.2, 593.35
1, 31, 2, 21, 0, 3, 5, 1, 2.6, 16.1
1, 34, 1, 52, 0, 5, 10, 1, 4.3, 47.45
1, 69, 1, 17, 0, 3, 72, 0, 38.2, 2751.65
1, 60, 1, 262, 0, 2, 68, 0, 31.6, 2112.25
1, 28, 1, 34, 0, 5, 58, 1, 19.9, 1144.6
1, 44, 7, 107, 1, 1, 18, 0, 2.25, 41.8
1, 45, 2, 67, 1, 5, 65, 0, 9.85, 671.2
0, 45, 1, 37, 0, 4, 8, 1, 4.65, 64.45
1, 20, 2, 21, 0, 2, 1, 1, 0.9, 0.9
1, 58, 1, 22, 0, 1, 42, 0, 3.6, 166.75
1, 25, 5, 71, 1, 3, 4, 1, 3.6, 14.95
1, 35, 1, 77, 0, 3, 17, 0, 8.1, 144.4
1, 24, 5, 18, 1, 4, 8, 1, 2.95, 16.8
1, 37, 2, 50, 1, 2, 49, 0, 4.2, 243.1
0, 46, 2, 33, 1, 4, 56, 1, 22.7, 1257.4
0, 57, 2, 94, 1, 1, 62, 1, 11.95, 757.6
1, 57, 4, 209, 1, 1, 42, 0, 9.45, 383.45
0, 32, 2, 31, 0, 4, 13, 0, 5.05, 64.85
0, 46, 4, 66, 1, 2, 69, 0, 21.85, 1589.1
0, 59, 2, 51, 0, 1, 45, 0, 5.95, 236.3
0, 42, 2, 118, 1, 2, 66, 0, 26.8, 1774.75
0, 35, 1, 25, 0, 2, 15, 1, 4.75, 41.4
1, 44, 3, 59, 1, 3, 41, 1, 12.1, 479.95
1, 20, 1, 20, 0, 2, 11, 1, 4.75, 48
0, 30, 4, 63, 1, 5, 45, 1, 7.1, 314.8
0, 62, 1, 36, 0, 4, 52, 0, 13.35, 709.25
1, 56, 1, 72, 0, 4, 42, 1, 8, 336.9
0, 35, 3, 50, 0, 1, 48, 0, 12.85, 622.75
0, 31, 2, 39, 0, 2, 4, 1, 4.9, 19.65
1, 64, 2, 54, 1, 2, 53, 1, 9.65, 483.55
0, 59, 1, 9, 0, 1, 1, 0, 3.8, 3.8
0, 30, 3, 33, 1, 4, 19, 1, 4.05, 79.45
0, 30, 1, 28, 0, 1, 33, 0, 7.4, 246.55
0, 36, 3, 44, 1, 2, 42, 0, 7, 321.95
1, 32, 2, 34, 0, 4, 60, 0, 23.95, 1513
1, 51, 3, 68, 1, 4, 57, 0, 16.05, 930.4
0, 39, 1, 37, 0, 1, 64, 0, 10.2, 640.75
0, 20, 3, 18, 1, 3, 28, 1, 7.7, 190.05
0, 35, 4, 55, 1, 2, 29, 0, 15.65, 477.95
0, 31, 5, 21, 1, 1, 46, 0, 8.95, 369.95
0, 41, 4, 29, 1, 3, 22, 0, 12.75, 274.85
0, 56, 2, 9, 0, 2, 10, 0, 3.2, 36.9
1, 41, 1, 138, 0, 2, 50, 1, 12.35, 585.05
1, 65, 1, 28, 0, 4, 55, 0, 18.6, 1007.3
0, 54, 1, 62, 0, 1, 15, 0, 3.15, 54.25
1, 32, 3, 37, 1, 3, 31, 0, 4.6, 140.55
1, 44, 1, 83, 0, 1, 5, 0, 4.65, 12.3
1, 63, 2, 168, 0, 1, 69, 0, 14.5, 1020.3
0, 27, 6, 33, 1, 4, 26, 1, 5.85, 114.55
1, 33, 4, 66, 1, 3, 10, 0, 7.1, 59.3
0, 30, 3, 18, 0, 4, 26, 0, 7.25, 171.85
1, 30, 1, 20, 0, 1, 25, 0, 8.55, 215.95
0, 23, 4, 19, 1, 3, 30, 1, 7.9, 253.05
0, 39, 4, 25, 1, 2, 21, 0, 8.5, 175.3
1, 46, 1, 119, 0, 5, 71, 1, 42.85, 3080.85
0, 48, 4, 323, 1, 4, 11, 0, 5.25, 48.5
1, 30, 2, 45, 1, 1, 24, 0, 6, 134.7
0, 59, 2, 197, 1, 4, 65, 1, 45.4, 2973.55
1, 34, 3, 56, 1, 3, 16, 0, 9.35, 157
0, 51, 2, 24, 1, 4, 37, 1, 8.2, 288.4
0, 30, 1, 25, 0, 3, 5, 0, 2.4, 25.45
1, 55, 2, 26, 1, 5, 3, 1, 6.4, 22.4
0, 32, 2, 33, 0, 4, 5, 1, 3.2, 24.55
0, 44, 2, 150, 1, 2, 60, 1, 20, 1207.3
1, 37, 3, 99, 1, 2, 19, 1, 8, 142.05
1, 40, 2, 50, 0, 4, 54, 1, 22.8, 1266.1
1, 41, 4, 81, 0, 3, 25, 0, 7.4, 193.65
0, 36, 2, 21, 0, 1, 1, 1, 1.35, 1.35
1, 68, 1, 273, 0, 3, 54, 1, 18.35, 1003.2
1, 31, 7, 39, 1, 3, 14, 0, 4.4, 60.65
0, 28, 4, 17, 1, 2, 14, 1, 5.8, 86.75
1, 45, 4, 115, 1, 3, 10, 1, 5.7, 52.95
1, 23, 3, 27, 0, 2, 7, 0, 3.65, 21
0, 45, 1, 35, 0, 1, 33, 0, 5.65, 205.75
0, 23, 1, 20, 0, 2, 3, 1, 4.65, 11.2
0, 58, 3, 92, 1, 1, 56, 0, 8.25, 476.7
1, 56, 1, 207, 0, 2, 54, 0, 9, 464.65
0, 55, 5, 40, 1, 1, 72, 0, 34.25, 2472.65
0, 29, 1, 40, 0, 2, 18, 0, 9.5, 196.2
0, 29, 1, 55, 0, 4, 25, 1, 5.25, 147.95
1, 62, 1, 26, 0, 1, 42, 1, 8.75, 337.75
0, 37, 1, 41, 0, 2, 4, 0, 2.8, 5.3
0, 50, 2, 203, 1, 4, 12, 1, 4.95, 71.5
1, 64, 2, 380, 1, 2, 53, 0, 12.85, 687.9
0, 38, 7, 104, 1, 4, 13, 1, 10.25, 160.4
0, 31, 4, 24, 1, 3, 18, 1, 12.15, 202.2
1, 42, 5, 81, 1, 3, 67, 0, 24.4, 1701
0, 24, 1, 17, 0, 1, 6, 0, 3.25, 29.25
1, 46, 1, 45, 0, 1, 25, 0, 5.4, 155
0, 39, 1, 32, 0, 2, 15, 1, 3.45, 44.45
0, 35, 1, 57, 0, 4, 32, 0, 8.6, 259.3
0, 39, 1, 63, 0, 4, 22, 1, 6.2, 121.7
0, 22, 1, 25, 0, 4, 8, 0, 8, 61.55
0, 31, 2, 22, 1, 1, 3, 1, 3.4, 7.6
0, 54, 1, 155, 0, 2, 32, 0, 16.35, 528.5
0, 54, 1, 30, 0, 2, 49, 0, 15.5, 754.8
1, 28, 1, 46, 0, 3, 2, 1, 3.45, 6.55
1, 47, 2, 68, 0, 4, 39, 1, 8.3, 308.55
0, 33, 2, 67, 0, 2, 42, 0, 6.7, 270.2
0, 36, 1, 69, 0, 3, 28, 1, 6.05, 153.05
0, 46, 5, 47, 1, 2, 41, 0, 6.3, 279.7
0, 50, 2, 83, 1, 2, 67, 1, 29.45, 1921.55
1, 40, 1, 34, 0, 2, 38, 0, 4.25, 157.6
1, 38, 4, 45, 0, 2, 18, 1, 2.7, 45.6
1, 42, 2, 29, 1, 2, 6, 0, 4.3, 13.4
1, 36, 3, 21, 0, 2, 4, 0, 3.3, 22.1
1, 23, 4, 30, 1, 3, 13, 0, 5.15, 53.5
0, 35, 1, 78, 0, 4, 20, 1, 5.5, 97.15
1, 49, 2, 61, 1, 3, 34, 0, 12.65, 414.9
0, 29, 4, 90, 1, 5, 46, 0, 16.85, 736.45
0, 41, 1, 43, 0, 2, 48, 0, 19.5, 887.7
0, 61, 2, 301, 1, 2, 69, 0, 26.05, 1738.15
0, 34, 4, 32, 1, 2, 32, 0, 9.25, 285.75
0, 29, 2, 41, 0, 2, 29, 1, 4.75, 112
1, 52, 3, 127, 0, 1, 55, 1, 7.05, 400.55
1, 60, 2, 271, 1, 1, 72, 0, 21.7, 1580.4
1, 26, 1, 32, 0, 3, 29, 0, 3.4, 111.5
1, 25, 5, 36, 1, 4, 50, 1, 13.05, 682.2
0, 50, 2, 293, 1, 3, 35, 1, 12.25, 416.4
0, 63, 1, 41, 0, 3, 11, 1, 4.15, 46.35
1, 29, 1, 39, 0, 3, 9, 1, 4.2, 22
0, 48, 1, 58, 0, 1, 51, 0, 19.2, 964.85
1, 34, 3, 28, 1, 1, 33, 0, 13.4, 438.9
0, 20, 2, 15, 0, 2, 25, 0, 10.7, 296.75
1, 34, 4, 105, 0, 4, 31, 0, 6.45, 182.35
1, 40, 2, 80, 1, 4, 67, 1, 33.05, 2225.15
0, 45, 3, 36, 0, 2, 55, 0, 25.65, 1423
1, 50, 1, 112, 0, 4, 19, 1, 7.15, 160.2
1, 34, 4, 55, 1, 4, 39, 0, 18.45, 742.5
0, 35, 2, 40, 1, 4, 52, 0, 10.75, 546.65
1, 37, 5, 23, 1, 2, 55, 0, 12.95, 716.25
1, 62, 1, 28, 0, 4, 25, 1, 8.3, 160.4
1, 58, 1, 21, 0, 2, 33, 0, 8.8, 264.05
0, 35, 2, 63, 0, 4, 48, 0, 13.4, 560.55
0, 31, 3, 52, 1, 4, 48, 1, 8.15, 364.8
1, 57, 3, 189, 0, 1, 49, 0, 11, 476.15
0, 32, 3, 50, 1, 1, 54, 0, 18.15, 958.7
0, 32, 4, 23, 1, 1, 45, 0, 9.85, 469.1
1, 37, 5, 33, 1, 2, 4, 1, 2.45, 19.25
1, 27, 3, 29, 1, 3, 49, 1, 10.4, 476.45
0, 35, 1, 96, 0, 3, 23, 1, 6.4, 160.3
0, 44, 1, 80, 0, 5, 31, 1, 14.05, 465.2
0, 44, 5, 68, 1, 2, 55, 0, 6.6, 350.85
1, 28, 6, 30, 0, 1, 9, 0, 4.2, 47.45
0, 57, 3, 34, 1, 2, 55, 0, 14.6, 785.4
1, 30, 3, 35, 0, 2, 34, 1, 9.05, 333
0, 23, 3, 36, 0, 2, 10, 0, 8.55, 86.05
1, 76, 1, 35, 0, 3, 62, 1, 17.25, 1045.7
0, 36, 2, 62, 0, 3, 51, 0, 5.65, 305.75
0, 48, 1, 94, 0, 1, 65, 0, 10.4, 664.65
0, 33, 2, 60, 0, 1, 53, 0, 17.65, 950.7
0, 35, 1, 118, 0, 2, 23, 1, 7.9, 196.95
0, 30, 3, 135, 0, 4, 1, 1, 1.1, 1.1
1, 55, 1, 80, 0, 2, 66, 0, 14, 938.35
1, 27, 2, 21, 1, 3, 8, 1, 3.65, 38.05
1, 28, 5, 22, 1, 1, 18, 0, 3.15, 55.55
0, 32, 4, 63, 1, 4, 36, 0, 6.2, 229.5
1, 40, 1, 142, 0, 2, 13, 0, 8.45, 109.85
1, 44, 1, 32, 0, 3, 4, 0, 2.1, 6.9
0, 32, 1, 19, 0, 3, 20, 1, 6.85, 106.5
0, 39, 3, 60, 1, 4, 66, 1, 20.15, 1443.75
0, 47, 4, 97, 1, 1, 67, 0, 22.4, 1464.9
1, 24, 4, 31, 1, 2, 11, 1, 5.4, 83.15
1, 26, 2, 30, 0, 3, 6, 0, 6.35, 30.8
1, 23, 4, 31, 1, 1, 13, 1, 4.6, 54.85
1, 29, 6, 44, 1, 2, 2, 1, 2.1, 5.1
0, 40, 1, 38, 0, 2, 4, 0, 8.15, 32.25
1, 63, 2, 23, 1, 2, 34, 1, 14.3, 459.05
0, 34, 4, 37, 1, 3, 13, 0, 6.85, 102.5
0, 40, 5, 26, 1, 2, 37, 1, 18.9, 653.15
0, 30, 6, 38, 1, 2, 45, 0, 12.75, 622.15
1, 70, 1, 153, 0, 3, 71, 0, 30.55, 2291.1
1, 40, 1, 49, 0, 1, 35, 0, 3.4, 107.85
0, 41, 1, 51, 0, 3, 44, 1, 4.95, 203.65
0, 45, 2, 88, 1, 1, 44, 0, 11.9, 524.25
1, 41, 6, 19, 1, 1, 26, 0, 5.45, 165.4
1, 46, 3, 31, 1, 1, 42, 0, 5.9, 277.65
0, 47, 3, 90, 1, 2, 41, 0, 6.7, 251.35
0, 24, 4, 14, 1, 1, 31, 0, 7.2, 231.75
0, 63, 1, 341, 0, 2, 62, 0, 14.6, 912.4
1, 23, 8, 24, 1, 4, 12, 0, 3.2, 35.5
1, 49, 4, 81, 1, 2, 45, 0, 13.85, 583.1
1, 34, 4, 63, 1, 2, 47, 0, 18.95, 880.75
0, 22, 5, 27, 1, 1, 23, 0, 7.9, 210.85
1, 34, 1, 20, 0, 5, 39, 1, 9.55, 375.4
0, 26, 2, 48, 0, 3, 19, 0, 7.55, 156.15
0, 54, 1, 121, 0, 4, 13, 0, 7.3, 102.4
0, 33, 3, 39, 0, 3, 5, 1, 2.1, 5.2
0, 19, 1, 21, 0, 2, 11, 1, 3.6, 35.4
0, 32, 1, 53, 0, 4, 4, 1, 7, 29.2
0, 42, 1, 58, 0, 1, 17, 0, 5.05, 85.05
0, 27, 1, 39, 0, 3, 7, 0, 3.55, 19.7
0, 65, 3, 108, 0, 1, 19, 0, 5.95, 117.55
0, 34, 4, 38, 1, 1, 32, 1, 7.35, 217.45
0, 51, 1, 245, 0, 4, 53, 0, 18.45, 961.75
1, 38, 1, 51, 0, 1, 51, 0, 11.7, 577.1
1, 34, 1, 78, 0, 4, 35, 0, 13.9, 556.2
0, 31, 5, 23, 1, 4, 3, 1, 2.8, 8.2
0, 48, 1, 88, 0, 4, 22, 0, 4.5, 92.65
1, 21, 3, 25, 1, 2, 17, 1, 6.1, 89.6
1, 39, 1, 73, 0, 2, 68, 0, 44.95, 3002.2
1, 41, 2, 62, 1, 4, 27, 0, 13.7, 371.35
1, 52, 4, 456, 1, 3, 68, 0, 22.25, 1549.95
0, 42, 2, 24, 1, 2, 56, 0, 33.65, 1871.2
1, 32, 1, 23, 0, 2, 11, 1, 6.2, 82.6
1, 47, 1, 46, 0, 1, 5, 0, 2.95, 21.55
1, 50, 3, 263, 0, 2, 16, 1, 3.75, 59.75
1, 30, 1, 34, 0, 4, 59, 0, 16.7, 1020.35
0, 64, 1, 33, 0, 2, 60, 1, 30.75, 1829.4
0, 47, 1, 37, 0, 1, 55, 0, 14.75, 786.2
0, 56, 1, 296, 0, 2, 18, 0, 3.4, 49.7
1, 22, 3, 26, 0, 3, 16, 1, 4.1, 64.95
0, 57, 2, 47, 1, 4, 35, 0, 7.25, 263.55
1, 23, 2, 31, 1, 3, 31, 1, 16.6, 520.4
1, 49, 2, 264, 1, 2, 20, 0, 9.6, 159.2
1, 27, 1, 41, 0, 4, 16, 1, 6.9, 100.9
0, 48, 2, 55, 1, 2, 69, 0, 19.6, 1411.7
0, 66, 2, 49, 1, 2, 69, 0, 23.1, 1566.8
1, 24, 4, 26, 1, 1, 27, 0, 6.05, 137.7
0, 39, 1, 110, 0, 4, 48, 0, 18.05, 812.65
1, 52, 2, 66, 1, 1, 18, 0, 12.8, 204.95
1, 40, 2, 39, 1, 3, 24, 0, 4.05, 117.05
0, 42, 1, 31, 0, 2, 17, 1, 8.25, 140.85
1, 24, 3, 26, 1, 4, 9, 0, 7.65, 75.25
1, 46, 2, 232, 0, 4, 15, 1, 4.3, 41.35
1, 37, 3, 43, 1, 4, 62, 0, 9.2, 539.65
0, 41, 1, 39, 0, 4, 9, 1, 4.7, 26.3
1, 41, 2, 73, 1, 2, 71, 0, 32.65, 2412.6
0, 59, 2, 74, 1, 1, 62, 0, 16.1, 972
0, 38, 1, 237, 0, 4, 20, 0, 6, 164.2
0, 33, 5, 22, 1, 1, 19, 0, 3.95, 79.6
0, 61, 2, 21, 1, 1, 49, 0, 15.85, 757.4
0, 64, 1, 9, 0, 2, 3, 0, 4.95, 14.8
0, 36, 1, 41, 0, 5, 33, 1, 4.15, 93.25
1, 44, 1, 50, 0, 4, 38, 1, 7.15, 277.5
1, 48, 3, 27, 1, 3, 42, 1, 16.5, 692.2
0, 26, 1, 53, 0, 3, 11, 1, 4.15, 34.7
0, 28, 2, 58, 1, 3, 27, 0, 5.8, 163.65
1, 50, 1, 151, 0, 4, 23, 0, 8.25, 186.5
0, 38, 2, 54, 1, 2, 4, 0, 4.75, 21.75
1, 42, 1, 31, 0, 1, 36, 0, 10.05, 373.75
1, 42, 1, 115, 0, 1, 37, 0, 15.1, 494.45
0, 58, 2, 24, 1, 1, 24, 0, 7.65, 177.4
0, 24, 3, 17, 0, 2, 4, 0, 3.2, 9.9
1, 33, 2, 47, 0, 2, 54, 0, 13.9, 732.2
1, 49, 1, 36, 0, 1, 7, 0, 8.85, 77
0, 28, 1, 75, 0, 4, 10, 1, 6.2, 45.95
1, 35, 2, 41, 1, 5, 24, 1, 3.3, 88.65
0, 31, 1, 18, 0, 4, 12, 1, 3.7, 48.55
1, 54, 1, 171, 0, 3, 45, 0, 9.05, 385.2
1, 55, 2, 42, 1, 3, 59, 0, 8.95, 492.35
1, 21, 4, 36, 1, 3, 3, 0, 3.2, 13.55
0, 35, 1, 31, 0, 5, 8, 1, 4.4, 34.65
1, 59, 2, 207, 0, 2, 16, 1, 7.45, 112.8
1, 33, 1, 38, 0, 1, 32, 0, 7.3, 231.45
